"Title"	"originaldoc"	"image"	"thumb"	"alt"	"description"	"url"	"status"	"data_link"	"material_link"	"protocol_link"	"analysis_link"	"date_uploaded"	"date_published"	"comment"
"walkingspeed versus age"	"Null"	"walkingspeed_versus_age/walkingspeed_versus_age.png"	"walkingspeed_versus_age/walkingspeed_versus_age_nail.png"	"something went wrong"	"Mean of Percentage of time spent walking for young and old animals, tested for 24h (0h is the time when the light went off). Note that old animals were already tested once and that differences one might see could be due to the absence of novelty (especially during the first hours of the test)."	"Null"	"preprint"	"to_Fill"	"to_Fill"	"to_Fill"	"to_Fill"	"2019-05-16 16:27:21"	"Null"	"Null"
