"Title"	"originaldoc"	"image"	"thumb"	"alt"	"description"	"url"	"status"	"data_link"	"material_link"	"protocol_link"	"analysis_link"	"date_uploaded"	"date_published"	"comment"
"PC1 age x genotype"	"Null"	"PC1_age_x_genotype/PC1_age_x_genotype.png"	"PC1_age_x_genotype/PC1_age_x_genotype_nail.png"	"something went wrong"	"Data variability pictured by the first component of a principal component analysis is plotted against animal age and genotype. The data suggests that both genotype and age could affect animals behavior."	"Null"	"preprint"	"to_Fill"	"to_Fill"	"to_Fill"	"to_Fill"	"2019-05-16 16:27:21"	"Null"	"Null"
