"Title"	"originaldoc"	"image"	"thumb"	"alt"	"description"	"url"	"status"	"data_link"	"material_link"	"protocol_link"	"analysis_link"	"date_uploaded"	"date_published"	"comment"
"behav sequence analysis"	"Null"	"behav_sequence_analysis/behav_sequence_analysis.png"	"behav_sequence_analysis/behav_sequence_analysis_nail.png"	"something went wrong"	"Average percent of time a behaviour appeared just before or after a 'landvertical' behaviour in the test data. The eight behaviours with the highest median proportion were shown, squares and numbers represented the mean percentage. Similar numbers were obtained while taking the median."	"Null"	"preprint"	"to_Fill"	"to_Fill"	"to_Fill"	"to_Fill"	"2019-05-16 16:27:21"	"Null"	"Null"
