"Title"	"originaldoc"	"image"	"thumb"	"alt"	"description"	"url"	"status"	"data_link"	"material_link"	"protocol_link"	"analysis_link"	"date_uploaded"	"date_published"	"comment"	"Title.image.thumb.alt.description.url.status.data_link.material_link.protocol_link.analysis_link..date_uploaded.date_published"
"Cal-Light_invivo"	"Null"	"Cal-Light_invivo/Cal-Light_invivo.png"	"Cal-Light_invivo/Cal-Light_invivo_nail.png"	"something went wrong"	"Figure 6. Sparse Cal-Light expression triggered through a cranial window in an awake quietly sitting head-fixed mouse.<U+00A0>(A)<U+00A0>A large number of neurons express Cal-Light three weeks after virus injection.<U+00A0>(A1)<U+00A0>Neurons from layer 1 to layer 4 express GFP six days after exposure to 470 nm light while the mouse was head-fixed and awake. A halo of GFP expression marks the extent of spread of the 470 nm light<U+00A0>in vivo.<U+00A0>(A2)<U+00A0>Merged image showing photoactivated, double-labeled neurons (yellow) in layers 2<U+0096>5.<U+00A0>(A3)<U+00A0>Magnified view of one strongly photoactivated neuron in layer 3.<U+00A0>(B)<U+00A0>Example of S1 cortex neurons expressing Cal-Light three weeks after virus injection.<U+00A0>(B1,B2)<U+00A0>Images are taken slightly off the center of injection to highlight the few intensely GFP expressing neurons in layers 1<U+0096>4, 6 days after exposure to 470 nm light while the mouse was head-fixed and awake.<U+00A0>(B3)<U+00A0>Magnified view of one strongly photoactivated neuron (bright yellow) and one less strongly photoactivated neuron (pale yellow) in layer 2. Sections are parasagittal, 300 <U+00B5>m. Scale bar in A 100 <U+00B5>m, in B 200 <U+00B5>m, in insets 50 <U+00B5>m. Slices were imaged on a confocal laser scanning microscope (Nikon A1Rsi+) using a 20x air objective (Plan Apo, 0.8 NA, 1.000 WD) and a 647 nm laser. Fluorescence was imaged through a 700/50 bandpass emission filter."	"https://doi.org/10.3389/fnsyn.2019.00016"	"Published"	"to_Fill"	"to_Fill"	"to_Fill"	"to_Fill"	"2019-06-05 22:34:03"	"2019"	"Null"	"Null{Null{Null{Null{Null{Null{Null{Null{Null{Null{Null  {Null{Null"
