"Title"	"originaldoc"	"image"	"thumb"	"alt"	"description"	"url"	"status"	"data_link"	"material_link"	"protocol_link"	"analysis_link"	"date_uploaded"	"date_published"	"comment"
"Distiguishing animal groups thourgh  their behavior in the home cage. "	"Null"	"ICA_representation/ICA_representation.png"	"ICA_representation/ICA_representation_nail.png"	"something went wrong"	"3D representation of the results of the ICA on the test data with minute summary as primary data (available interactive on plotly). Note that the data with corrupted entries (animal 279, first test) did not show up as an outlier in this graph."	"Null"	"preprint"	"to_Fill"	"to_Fill"	"to_Fill"	"to_Fill"	"2019-05-16 16:27:21"	"Null"	"Null"
