"Title"	"originaldoc"	"image"	"thumb"	"alt"	"description"	"url"	"status"	"data_link"	"material_link"	"protocol_link"	"analysis_link"	"date_uploaded"	"date_published"	"comment"
"table1 parameters"	"Null"	"table1_parameters_/table1_parameters_.png"	"table1_parameters_/table1_parameters__nail.png"	"something went wrong"	"Standard parameters for all simulation except stated otherwise. If the <U+0093>Methods<U+0094> (Section 2) are referenced, a further explanation for the value of the parameter is given therein"	"https://doi.org/10.1111/ejn.14267"	"Published"	"to_Fill"	"to_Fill"	"to_Fill"	"to_Fill"	"2019-05-16 16:28:02"	"Null"	"Null"
